Date,Monthly Momentum,Quarterly Momentum,Monthly Mean Reversion,Quarterly Mean Reversion,SPX Equal-Weight
2020-10-01,0.01395133769090847,0.013930092377175933,-0.006740448806229014,-0.00788496684428638,0.004106188529700753
2020-10-02,-0.02064193245162007,-0.02064193245162007,0.0045131262806359295,0.0045131262806359295,-0.005567675595994373
2020-10-05,0.02184200105789052,0.02184200105789052,0.018695868205829337,0.018695868205829337,0.016717988101507153
2020-10-06,-0.014943635900825824,-0.014943635900825824,-0.014112964846544089,-0.014112964846544089,-0.01109861188341761
2020-10-07,0.023350655559209867,0.023350655559209867,0.01889957773726876,0.01889957773726876,0.019413333360196038
2020-10-08,0.0033315106525331813,0.0033315106525331813,0.02137853842935025,0.02137853842935025,0.009320573333224435
2020-10-09,0.013107948526755961,0.013107948526755961,-0.0034844273033372503,-0.0034844273033372503,0.005626924333507883
2020-10-12,0.014701311890282186,0.014701311890282186,0.007611855903340766,0.007611855903340766,0.010704500430721863
2020-10-13,-0.0002682691541933841,-0.0002682691541933841,-0.018097660932484813,-0.018097660932484813,-0.007094387446612122
2020-10-14,-0.014357024366517191,-0.014357024366517191,-0.00684535443552431,-0.00684535443552431,-0.006103270399663543
2020-10-15,-0.005186325049935819,-0.005186325049935819,0.005222751553598624,0.005222751553598624,0.00011296389588116356
2020-10-16,-0.0029177959602133133,-0.0029177959602133133,-0.000614284750456133,-0.000614284750456133,0.003836359166038187
2020-10-19,-0.015197582857967178,-0.015197582857967178,-0.016273932223294683,-0.016273932223294683,-0.014491222175383293
2020-10-20,0.004115500951000102,0.004115500951000102,0.0034892822661608844,0.0034892822661608844,0.0031404779612658877
2020-10-21,-0.006611426098297695,-0.006611426098297695,-0.012153079971473251,-0.012153079971473251,-0.005676858530768311
2020-10-22,-0.00015613758851068977,-0.00015613758851068977,0.023201632863783128,0.023201632863783128,0.010181447929570046
2020-10-23,0.006763436736967851,0.006763436736967851,-0.006194581525662769,-0.006194581525662769,0.0014286840879485668
2020-10-26,-0.018043303434085976,-0.018043303434085976,-0.02675407284715432,-0.02675407284715432,-0.019608661508237535
2020-10-27,0.001324459384541645,0.001324459384541645,-0.022494520866586955,-0.022494520866586955,-0.009072241833434119
2020-10-28,-0.039629577436375796,-0.039629577436375796,-0.029130840918670926,-0.029130840918670926,-0.03181263041779138
2020-10-29,0.011639547566604496,0.011639547566604496,0.011470325714046574,0.011470325714046574,0.010622683738918176
2020-10-30,-0.022234158492929215,-0.022234158492929215,-0.0018372084581856842,-0.0018372084581856842,-0.006196200587210929
2020-11-03,0.021292804500737596,0.02135557760082158,0.008910270045132404,0.006723817742487629,0.017476973898876463
2020-11-04,0.04315228210956729,0.04366302120133415,0.015709428838036554,0.006074324447315225,0.014044446930962004
2020-11-05,0.02201903270982234,0.022094732403986617,0.010629697932196319,0.01040246873287486,0.020110158377528477
2020-11-06,0.005509202657794091,0.005441907378969872,-0.0020862582610593843,-0.005855187994003903,0.0016056861641279285
2020-11-09,-0.0059787322788354014,-0.006106843964676316,0.0540018701848825,0.08169922558131713,0.0306610955642028
2020-11-10,-0.02192527814488212,-0.02217052578433357,0.016306920469639503,0.024658485775792573,0.0042905318350723405
2020-11-11,0.02034231682302911,0.020377792602551736,0.0004553915567759606,-0.004933073221249579,0.005169375245794278
2020-11-12,-0.006099847123209886,-0.0060618987102869695,-0.0159632362374396,-0.021389219378918124,-0.011788091518298233
2020-11-13,0.008688268236933801,0.008676554987312107,0.022483370268702122,0.029489775377441664,0.017079265124410912
2020-11-16,0.007323214302791208,0.007299888682931528,0.024597273232882005,0.037253816607448614,0.014554302648649856
2020-11-17,-0.0015091350529932406,-0.0014977377074536589,-0.0022819470442713968,-0.0007514363450608894,-0.0008145355039518508
2020-11-18,-0.014221564440527213,-0.014236708665978749,-0.0105370163302696,-0.010061555464067586,-0.009252143004215656
2020-11-19,0.0057933171751198085,0.005885452958330666,0.005443278672415079,0.007564690903677762,0.005060145470797904
2020-11-20,-0.009758458166335214,-0.009851316952405325,-0.0067637838445235385,-0.005899215997389281,-0.006251452612494388
2020-11-23,0.001121163828046693,0.0011920645442734209,0.020504355778009447,0.03228117418083239,0.01333413991978999
2020-11-24,0.008537221174203954,0.008612912180999821,0.027998128124257834,0.03691971217523342,0.02128971305658731
2020-11-25,0.00291361323893134,0.0028040696632236194,-0.006621594655650501,-0.010760634109954507,-0.0007582679951820595
2020-11-27,0.00557704440509777,0.005683274994367161,5.92896825099146e-05,-0.0038122538377727833,0.0005378396796518027
2020-11-30,0.004962021227143412,0.005054530736625153,-0.01452971105836385,-0.025179992031040634,-0.007496874107419123
2020-12-01,0.007123956860367661,0.007027891559122514,0.008792152600712118,0.007974672586863922,0.008756812105096027
2020-12-02,-0.0028226364300504556,-0.0026236971308676573,-0.00899843054252532,0.01782143290209133,0.0035842392859582036
2020-12-03,-0.002936999818144826,-0.002352291379659398,-0.001420600508637971,0.010511277200438767,0.002133813687143203
2020-12-04,0.007692357412107135,0.007758476143875493,0.008150410875692264,0.02666503063165781,0.011683481255869455
2020-12-07,0.005233038661876319,0.005230475242562003,0.001889673672208876,-0.015185898046348904,-0.0006726850654067143
2020-12-08,-0.0012908016446026142,-0.0013928369577846564,0.003459248991359634,0.007254753187351175,0.0019211531994623493
2020-12-09,-0.012924321865640092,-0.013246756733947155,-0.009435420290195996,0.0036887436619546035,-0.0038694287020951622
2020-12-10,0.0016099678344119672,0.0015481330593203801,-0.000155735138281015,0.009361046098679899,-0.0007898620833728761
2020-12-11,-0.002918175550773974,-0.0027124345543333354,-0.0002911668317888344,-0.008843042731530398,-0.0025766252577955695
2020-12-14,0.00654579290517367,0.0067367806136875655,0.004841676594082739,-0.01533183919391463,-0.005965634022345368
2020-12-15,0.008642034760244326,0.008832734474207756,0.0048839203630875435,0.011808730225488746,0.00983523455864653
2020-12-16,0.0026506260940913477,0.0035730405707472324,0.006014786485161927,-0.0012837842176421095,-8.282718203015812e-05
2020-12-17,0.008850943226239742,0.008799896273651634,0.007094963826832178,-0.0025241154763935517,0.006594355371018724
2020-12-18,-0.0009738554644352465,-0.0008204583049638381,-0.0021238539843287134,-0.012135558774627457,-0.003019163041936376
2020-12-21,-0.0034843895610958886,-0.0027652162568451615,-0.005036073186738144,-0.007306744241332243,-0.0032310338223381133
2020-12-22,0.0020673203379879307,0.0024925923757678423,0.0005144748124654005,-0.01727333030232615,-0.005693094918012265
2020-12-23,-0.007759223689399652,-0.00814164115304168,-0.006455455722510799,0.013133219094996918,0.003978832819561743
2020-12-24,0.004314563308648176,0.004327229822218481,0.0021598478140855745,-0.003128772633479317,0.0016729781014413344
2020-12-28,0.009388000260026685,0.009151659409982502,0.007758379308948216,0.0011594808117653971,0.004015343976844099
2020-12-29,0.0014747274436543577,0.001231147878447018,0.003069792986918085,-0.0012670577350986595,-0.0017171195602801892
2020-12-30,0.00212826765293973,0.0016565570997802428,-0.0025588027104626225,0.0046552141890080796,0.0025025150777082056
2020-12-31,0.004658351036800696,0.0045711968108003995,0.007600917245420396,0.006822334692826549,0.007745335268932344
2021-01-04,-0.014602527015503004,-0.014602527015503006,-0.010776117497189024,-0.011278117554617053,-0.01356853583924281
2021-01-05,0.0029758618339596698,0.0029758618339596698,0.0059766325515367355,0.0059766325515367355,0.008349152004306642
2021-01-06,-0.009019596885799647,-0.009019596885799647,-0.0014362598667541481,-0.0014362598667541481,0.012208013666496804
2021-01-07,0.01818337808334728,0.01818337808334728,0.003973290384680705,0.003973290384680705,0.01151144170780684
2021-01-08,0.00992034061147304,0.00992034061147304,0.010633124527914511,0.010633124527914511,0.005117317607041994
2021-01-11,-0.0064387375263803,-0.0064387375263803,-0.008882910710860833,-0.008882910710860833,-0.0011065809685831048
2021-01-12,-0.010393862854862247,-0.010393862854862247,0.000809168518634721,0.000809168518634721,0.000913222117797067
2021-01-13,0.0028054604518318654,0.0028054604518318654,0.00695556352692903,0.00695556352692903,0.0024889248284772915
2021-01-14,-0.015247862625015441,-0.015247862625015441,-0.0007657147686621238,-0.0007657147686621238,0.000261858552371678
