Date,0
2020-10-01,0.9977007591603119
2020-10-02,0.9936161336473783
2020-10-05,1.0052747019501678
2020-10-06,0.9941460132706001
2020-10-07,1.0080525685320503
2020-10-08,1.0190738861758601
2020-10-09,1.0216567315227083
2020-10-12,1.0251620718352528
2020-10-13,1.0171264942291927
2020-10-14,1.0126976640295333
2020-10-15,1.0079898152738802
2020-10-16,1.0119351161788428
2020-10-19,0.9983465686286735
2020-10-20,0.9957683179768325
2020-10-21,0.9894443949935479
2020-10-22,1.0010096094068308
2020-10-23,1.0007125886056683
2020-10-26,0.9890499157708186
2020-10-27,0.9780834191300053
2020-10-28,0.9520568484697152
2020-10-29,0.9561388388486871
2020-10-30,0.9550659042300224
2020-11-02,0.9693655077601547
2020-11-03,0.9825040308294734
2020-11-04,0.9998420279885706
2020-11-05,1.0028018394391753
2020-11-06,1.0019172207339122
2020-11-09,1.014946246459654
2020-11-10,1.0328431811229823
2020-11-11,1.0339512650041132
2020-11-12,1.023151154073437
2020-11-13,1.0354152401679102
2020-11-16,1.042579334752259
2020-11-17,1.0374251451053365
2020-11-18,1.0220197126318962
2020-11-19,1.0247403346165747
2020-11-20,1.0212028713028987
2020-11-23,1.0256261005618539
2020-11-24,1.038675239011524
2020-11-25,1.033782450410803
2020-11-27,1.0353800578823538
2020-11-30,1.0294128433411427
2020-12-01,1.035682363173002
2020-12-02,1.0360377431311372
2020-12-03,1.0344170263347334
2020-12-04,1.043939599195391
2020-12-07,1.0387960893889598
2020-12-08,1.0455203660107197
2020-12-09,1.0518519016927435
2020-12-10,1.0475634853394726
2020-12-11,1.048630783126053
2020-12-14,1.0399593242773533
2020-12-15,1.0514265988416112
2020-12-16,1.0494967659926926
2020-12-17,1.0539067736917251
2020-12-18,1.0545041802091786
2020-12-21,1.0424208069280398
2020-12-22,1.035186183465835
2020-12-23,1.0365480746008604
2020-12-24,1.0393306481971076
2020-12-28,1.0431707951778926
2020-12-29,1.0419765581719556
2020-12-30,1.0427395707235563
2020-12-31,1.0518686168151496
2021-01-04,1.0420551490315455
2021-01-05,1.0473507205406418
